Neighbourhood,Plannedـtransactionـdetails,Detailsـtransaction,Date,transactionـnumber,Total_price,Area,Price_per_meter
الخير,مخطط/3312/ أ,عدد العقارات 2-أول ق…,"Sunday, 2 January 2022 ",15799722,2350000.00,1600.00,1469.00
الخير,مخطط/3312/ ب,قطعة 1016/3,"Monday, 3 January 2022 ",15811189,600000.00,312.50,1920.00
الخير,مخطط/3312/ ب,قطعة 1158,"Tuesday, 11 January 2022 ",15885133,1500000.00,875.00,1714.00
الخير,مخطط/3312/ ب,قطعة 1280/1,"Sunday, 16 January 2022 ",15914573,640000.00,420.00,1524.00
الخير,مخطط/3312/ ب,قطعة 1281/2,"Monday, 31 January 2022 ",16066731,680000.00,420.00,1619.00
الخير,مخطط/3312/ ب,قطعة 1348/1,"Sunday, 2 January 2022 ",15799969,590000.00,332.13,1776.00
الخير,مخطط/3312/ ب,قطعة 1359,"Wednesday, 5 January 2022 ",15835891,1850000.00,1542.51,1199.00
الخير,مخطط/3312/ ب,قطعة 1373,"Wednesday, 5 January 2022 ",15833949,2000000.00,1582.93,1263.00
الخير,مخطط/3312/ ب,قطعة 1428/1,"Tuesday, 18 January 2022 ",15949486,700000.00,487.50,1436.00
الخير,مخطط/3312/ ب,قطعة 1428/2,"Monday, 17 January 2022 ",15936183,680000.00,487.50,1395.00
الخير,مخطط/3312/ ب,قطعة 1724,"Monday, 17 January 2022 ",15935756,2300000.00,1906.16,1207.00
الخير,مخطط/3312/ ب,قطعة 1726,"Monday, 31 January 2022 ",16068661,1928340.00,1606.95,1200.00
الخير,مخطط/3312/ ب,قطعة 1826,"Wednesday, 19 January 2022 ",15961600,1500000.00,937.50,1600.00
الخير,مخطط/3312/ ب,قطعة 1949,"Wednesday, 26 January 2022 ",16027377,1370000.00,875.00,1566.00
الخير,مخطط/3312/ ب,قطعة 2002,"Thursday, 6 January 2022 ",15848369,2000000.00,1034.45,1933.00
الخير,مخطط/3312/ ب,قطعة 2069,"Thursday, 6 January 2022 ",15845169,1500000.00,875.00,1714.00
الخير,مخطط/3312/ ب,قطعة 2172,"Thursday, 13 January 2022 ",15909177,1440000.00,875.00,1646.00
الخير,مخطط/3312/ ب,قطعة 2174,"Thursday, 13 January 2022 ",15909203,1440000.00,875.00,1646.00
الخير,مخطط/3312/ ب,قطعة 2179,"Wednesday, 12 January 2022 ",15888048,1450000.00,910.00,1593.00
الخير,مخطط/3312/ ب,قطعة 219,"Monday, 10 January 2022 ",15875262,1480000.00,875.00,1691.00
الخير,مخطط/3312/ ب,قطعة 2213/2,"Tuesday, 25 January 2022 ",16014511,800000.00,455.00,1758.00
الخير,مخطط/3312/ ب,قطعة 2223/1,"Wednesday, 19 January 2022 ",15961986,800000.00,472.50,1693.00
الخير,مخطط/3312/ ب,قطعة 2223/2,"Wednesday, 12 January 2022 ",15898665,800000.00,472.50,1693.00
الخير,مخطط/3312/ ب,قطعة 2247,"Tuesday, 25 January 2022 ",16011124,1400000.00,1000.00,1400.00
الخير,مخطط/3312/ ب,قطعة 250/1,"Tuesday, 4 January 2022 ",15822623,750000.00,422.50,1775.00
الخير,مخطط/3312/ ب,قطعة 2516/2,"Wednesday, 26 January 2022 ",16022847,750000.00,437.50,1714.00
الخير,مخطط/3312/ ب,قطعة 2528/2,"Monday, 24 January 2022 ",15998144,700000.00,441.81,1584.00
الخير,مخطط/3312/ ب,قطعة 254/2,"Sunday, 23 January 2022 ",15982988,750000.00,422.50,1775.00
الخير,مخطط/3312/ ب,قطعة 2623/1,"Sunday, 30 January 2022 ",16052175,700000.00,450.00,1556.00
الخير,مخطط/3312/ ب,قطعة 2637,"Tuesday, 18 January 2022 ",15949599,1425000.00,1059.13,1345.00
الخير,مخطط/3312/ ب,قطعة 2638,"Tuesday, 18 January 2022 ",15949569,1450000.00,1041.45,1392.00
الخير,مخطط/3312/ ب,قطعة 2641,"Tuesday, 18 January 2022 ",15949637,1425000.00,1003.11,1421.00
الخير,مخطط/3312/ ب,قطعة 2687,"Wednesday, 19 January 2022 ",15957633,1400000.00,875.00,1600.00
الخير,مخطط/3312/ ب,قطعة 2784/1,"Thursday, 27 January 2022 ",16038858,800000.00,455.00,1758.00
الخير,مخطط/3312/ ب,قطعة 2806/1,"Tuesday, 11 January 2022 ",15886947,650000.00,437.50,1486.00
الخير,مخطط/3312/ ب,قطعة 281/1,"Wednesday, 5 January 2022 ",15835933,690000.00,455.00,1516.00
الخير,مخطط/3312/ ب,قطعة 281/2,"Wednesday, 5 January 2022 ",15835974,690000.00,455.00,1516.00
الخير,مخطط/3312/ ب,قطعة 2839,"Thursday, 6 January 2022 ",15845757,1350000.00,875.00,1543.00
الخير,مخطط/3312/ ب,قطعة 3216/2,"Wednesday, 12 January 2022 ",15889399,650000.00,371.87,1748.00
الخير,مخطط/3312/ ب,قطعة 3218/1,"Monday, 31 January 2022 ",16060265,750000.00,371.88,2017.00
الخير,مخطط/3312/ ب,قطعة 3218/2,"Monday, 31 January 2022 ",16060476,750000.00,371.88,2017.00
الخير,مخطط/3312/ ب,قطعة 3224/1,"Wednesday, 19 January 2022 ",15957864,600000.00,370.00,1622.00
الخير,مخطط/3312/ ب,قطعة 3224/2,"Wednesday, 19 January 2022 ",15957810,600000.00,370.00,1622.00
الخير,مخطط/3312/ ب,قطعة 3236,"Sunday, 2 January 2022 ",15798828,1390000.00,875.00,1589.00
الخير,مخطط/3312/ ب,قطعة 3274/1,"Monday, 31 January 2022 ",16069562,715000.00,455.00,1571.00
الخير,مخطط/3312/ ب,قطعة 329,"Tuesday, 11 January 2022 ",15887338,1510000.00,975.00,1549.00
الخير,مخطط/3312/ ب,قطعة 3325,"Monday, 3 January 2022 ",15770860,1720000.00,910.00,1890.00
الخير,مخطط/3312/ ب,قطعة 3386/1,"Sunday, 30 January 2022 ",16047797,750000.00,437.50,1714.00
الخير,مخطط/3312/ ب,قطعة 3536/2,"Tuesday, 4 January 2022 ",15822912,650000.00,437.50,1486.00
الخير,مخطط/3312/ ب,قطعة 3544/2,"Thursday, 6 January 2022 ",15844841,630000.00,437.50,1440.00
الخير,مخطط/3312/ ب,قطعة 3550,"Wednesday, 12 January 2022 ",15892410,1500000.00,875.00,1714.00
الخير,مخطط/3312/ ب,قطعة 3790,"Monday, 3 January 2022 ",15808388,1300000.00,875.00,1486.00
الخير,مخطط/3312/ ب,قطعة 3972,"Monday, 3 January 2022 ",15808254,1250000.00,875.00,1429.00
الخير,مخطط/3312/ ب,قطعة 3974,"Monday, 3 January 2022 ",15808681,1500000.00,875.00,1714.00
الخير,مخطط/3312/ ب,قطعة 3996,"Sunday, 23 January 2022 ",15980499,1380000.00,910.00,1516.00
الخير,مخطط/3312/ ب,قطعة 4091/1,"Monday, 17 January 2022 ",15934444,700000.00,420.00,1667.00
الخير,مخطط/3312/ ب,قطعة 4091/2,"Monday, 17 January 2022 ",15934372,700000.00,420.00,1667.00
الخير,مخطط/3312/ ب,قطعة 4117/2/1,"Saturday, 22 January 2022 ",15975591,800000.00,451.08,1774.00
الخير,مخطط/3312/ ب,قطعة 4241,"Tuesday, 4 January 2022 ",15816553,1300000.00,937.50,1387.00
الخير,مخطط/3312/ ب,قطعة 4313,"Thursday, 13 January 2022 ",15906671,1350000.00,875.00,1543.00
الخير,مخطط/3312/ ب,قطعة 4358,"Tuesday, 4 January 2022 ",15822652,1233333.00,843.50,1462.00
الخير,مخطط/3312/ ب,قطعة 4360,"Tuesday, 4 January 2022 ",15822530,1233333.00,843.50,1462.00
الخير,مخطط/3312/ ب,قطعة 4362,"Tuesday, 4 January 2022 ",15822213,1233333.00,809.76,1523.00
الخير,مخطط/3312/ ب,قطعة 4368/1,"Monday, 3 January 2022 ",15811254,625000.00,404.88,1544.00
الخير,مخطط/3312/ ب,قطعة 4368/2,"Monday, 3 January 2022 ",15811216,625000.00,404.88,1544.00
الخير,مخطط/3312/ ب,قطعة 4416/1,"Sunday, 9 January 2022 ",15854287,650000.00,437.50,1486.00
الخير,مخطط/3312/ ب,قطعة 4455,"Tuesday, 25 January 2022 ",16014989,1584812.00,922.29,1718.00
الخير,مخطط/3312/ ب,قطعة 4456,"Tuesday, 25 January 2022 ",16015023,1565188.00,910.00,1720.00
الخير,مخطط/3312/ ب,قطعة 4459,"Sunday, 23 January 2022 ",15988043,1400000.00,910.00,1538.00
الخير,مخطط/3312/ ب,قطعة 4637,"Sunday, 9 January 2022 ",15860242,680000.00,405.00,1679.00
الخير,مخطط/3312/ ب,قطعة 4641,"Sunday, 2 January 2022 ",15800418,600000.00,405.00,1481.00
الخير,مخطط/3312/ ب,قطعة 4769,"Monday, 24 January 2022 ",15995357,1300000.00,937.50,1387.00
الخير,مخطط/3312/ ب,قطعة 4785,"Saturday, 8 January 2022 ",15851286,1200000.00,875.00,1371.00
الخير,مخطط/3312/ ب,قطعة 4785,"Monday, 10 January 2022 ",15869035,1395000.00,875.00,1594.00
الخير,مخطط/3312/ ب,قطعة 4810,"Sunday, 30 January 2022 ",16048950,1220000.00,875.00,1394.00
الخير,مخطط/3312/ ب,قطعة 4822,"Tuesday, 25 January 2022 ",16010090,1330000.00,910.00,1462.00
الخير,مخطط/3312/ ب,قطعة 4943/أ,"Wednesday, 26 January 2022 ",16026934,780000.00,490.00,1592.00
الخير,مخطط/3312/ ب,قطعة 4946/ا,"Monday, 24 January 2022 ",15995400,800000.00,490.00,1633.00
الخير,مخطط/3312/ ب,قطعة 495/2,"Sunday, 16 January 2022 ",15919710,750000.00,437.50,1714.00
الخير,مخطط/3312/ ب,قطعة 50/1,"Sunday, 2 January 2022 ",15798059,800000.00,504.66,1585.00
الخير,مخطط/3312/ ب,قطعة 50/2,"Sunday, 2 January 2022 ",15797654,800000.00,480.00,1667.00
الخير,مخطط/3312/ ب,قطعة 5033/1,"Monday, 17 January 2022 ",15920599,565000.00,354.21,1595.00
الخير,مخطط/3312/ ب,قطعة 5033/2,"Monday, 17 January 2022 ",15920607,565000.00,355.75,1588.00
الخير,مخطط/3312/ ب,قطعة 5069/1,"Thursday, 6 January 2022 ",15847710,700000.00,437.50,1600.00
الخير,مخطط/3312/ ب,قطعة 5117/1,"Tuesday, 25 January 2022 ",15998677,700000.00,437.50,1600.00
الخير,مخطط/3312/ ب,قطعة 5126/1,"Tuesday, 4 January 2022 ",15811397,590000.00,370.65,1592.00
الخير,مخطط/3312/ ب,قطعة 5159,"Wednesday, 26 January 2022 ",16027030,1440000.00,875.00,1646.00
الخير,مخطط/3312/ ب,قطعة 5166,"Sunday, 16 January 2022 ",15915511,1260000.00,875.00,1440.00
الخير,مخطط/3312/ ب,قطعة 5168,"Tuesday, 18 January 2022 ",15948535,1350000.00,910.00,1484.00
الخير,مخطط/3312/ ب,قطعة 5171/2,"Wednesday, 12 January 2022 ",15893363,660000.00,455.00,1451.00
الخير,مخطط/3312/ ب,قطعة 5185/2,"Sunday, 23 January 2022 ",15985361,645000.00,420.00,1536.00
الخير,مخطط/3312/ ب,قطعة 5232/1,"Tuesday, 4 January 2022 ",15822944,730000.00,500.00,1460.00
الخير,مخطط/3312/ ب,قطعة 5232/2,"Tuesday, 4 January 2022 ",15823066,700000.00,500.00,1400.00
الخير,مخطط/3312/ ب,قطعة 5238/2,"Thursday, 6 January 2022 ",15848562,500000.00,325.00,1538.00
الخير,مخطط/3312/ ب,قطعة 5238/2,"Sunday, 16 January 2022 ",15917131,620000.00,325.00,1908.00
الخير,مخطط/3312/ ب,قطعة 5250/1,"Wednesday, 19 January 2022 ",15960595,650000.00,437.50,1486.00
الخير,مخطط/3312/ ب,قطعة 5308,"Thursday, 20 January 2022 ",15967942,1350000.00,910.00,1484.00
الخير,مخطط/3312/ ب,قطعة 5340/1,"Thursday, 27 January 2022 ",16029432,750000.00,455.00,1648.00
الخير,مخطط/3312/ ب,قطعة 5361/1,"Wednesday, 12 January 2022 ",15876992,635000.00,397.25,1598.00
الخير,مخطط/3312/ ب,قطعة 5361/2,"Tuesday, 11 January 2022 ",15886196,640000.00,397.25,1611.00
الخير,مخطط/3312/ ب,قطعة 5452/1,"Monday, 3 January 2022 ",15811258,630000.00,487.50,1292.00
الخير,مخطط/3312/ ب,قطعة 5452/2,"Monday, 3 January 2022 ",15811703,630000.00,487.50,1292.00
الخير,مخطط/3312/ ب,قطعة 5463/1,"Thursday, 13 January 2022 ",15902248,685000.00,455.00,1505.00
الخير,مخطط/3312/ ب,قطعة 5463/2,"Thursday, 13 January 2022 ",15902290,685000.00,455.00,1505.00
الخير,مخطط/3312/ ب,قطعة 5492,"Tuesday, 11 January 2022 ",15887550,1550000.00,937.50,1653.00
الخير,مخطط/3312/ ب,قطعة 5507,"Saturday, 8 January 2022 ",15851425,1250000.00,975.00,1282.00
الخير,مخطط/3312/ ب,قطعة 5510,"Wednesday, 26 January 2022 ",16004177,1400000.00,975.00,1436.00
الخير,مخطط/3312/ ب,قطعة 557/2,"Thursday, 27 January 2022 ",16039235,830000.00,437.50,1897.00
الخير,مخطط/3312/ ب,قطعة 5577/2,"Tuesday, 4 January 2022 ",15820797,740000.00,437.50,1691.00
الخير,مخطط/3312/ ب,قطعة 5648/1,"Monday, 10 January 2022 ",15869379,650000.00,450.00,1444.00
الخير,مخطط/3312/ ب,قطعة 5648/2,"Monday, 10 January 2022 ",15869527,650000.00,450.00,1444.00
الخير,مخطط/3312/ ب,قطعة 5663,"Monday, 10 January 2022 ",15868881,1205400.00,840.00,1435.00
الخير,مخطط/3312/ ب,قطعة 5675/2,"Wednesday, 19 January 2022 ",15951674,700000.00,450.00,1556.00
الخير,مخطط/3312/ ب,قطعة 5685/2,"Sunday, 30 January 2022 ",16049308,670000.00,405.00,1654.00
الخير,مخطط/3312/ ب,قطعة 5688/1,"Monday, 3 January 2022 ",15809702,600000.00,405.00,1481.00
الخير,مخطط/3312/ ب,قطعة 5698/2,"Sunday, 9 January 2022 ",15860237,600000.00,397.67,1509.00
الخير,مخطط/3312/ ب,قطعة 5716/2,"Sunday, 9 January 2022 ",15857908,600000.00,382.38,1569.00
الخير,مخطط/3312/ ب,قطعة 5797,"Wednesday, 19 January 2022 ",15954936,1560000.00,910.00,1714.00
الخير,مخطط/3312/ ب,قطعة 5800/1,"Tuesday, 18 January 2022 ",15941861,780000.00,455.00,1714.00
الخير,مخطط/3312/ ب,قطعة 5821/1,"Tuesday, 4 January 2022 ",15822723,650000.00,472.50,1376.00
الخير,مخطط/3312/ ب,قطعة 5865/1,"Thursday, 20 January 2022 ",15973929,900000.00,656.25,1371.00
الخير,مخطط/3312/ ب,قطعة 5867/2,"Sunday, 30 January 2022 ",16054425,950000.00,656.25,1448.00
الخير,مخطط/3312/ ب,قطعة 5878/2,"Wednesday, 5 January 2022 ",15836923,650000.00,420.00,1548.00
الخير,مخطط/3312/ ب,قطعة 5880/1,"Monday, 3 January 2022 ",15811201,650000.00,420.00,1548.00
الخير,مخطط/3312/ ب,قطعة 5882/1,"Monday, 3 January 2022 ",15811322,650000.00,420.00,1548.00
الخير,مخطط/3312/ ب,قطعة 5882/2,"Monday, 3 January 2022 ",15811284,650000.00,420.00,1548.00
الخير,مخطط/3312/ ب,قطعة 5922,"Wednesday, 26 January 2022 ",16027021,1200000.00,910.00,1319.00
الخير,مخطط/3312/ ب,قطعة 5953/2,"Wednesday, 26 January 2022 ",16027006,1050000.00,420.00,2500.00
الخير,مخطط/3312/ ب,قطعة 5963,"Sunday, 23 January 2022 ",15988122,1499652.00,875.00,1714.00
الخير,مخطط/3312/ ب,قطعة 5968,"Sunday, 23 January 2022 ",15988174,1100000.00,875.00,1257.00
الخير,مخطط/3312/ ب,قطعة 6024,"Thursday, 20 January 2022 ",15928814,1300000.00,875.00,1486.00
الخير,مخطط/3312/ ب,قطعة 6026,"Sunday, 9 January 2022 ",15856520,1200000.00,875.00,1371.00
الخير,مخطط/3312/ ب,قطعة 6028,"Wednesday, 12 January 2022 ",15893241,1300000.00,950.95,1367.00
الخير,مخطط/3312/ ب,قطعة 6050/1,"Wednesday, 26 January 2022 ",16027107,645000.00,437.50,1474.00
الخير,مخطط/3312/ ب,قطعة 6052/1,"Monday, 31 January 2022 ",16067475,450000.00,276.00,1630.00
الخير,مخطط/3312/ ب,قطعة 6052/2,"Monday, 31 January 2022 ",16067540,500000.00,279.91,1786.00
الخير,مخطط/3312/ ب,قطعة 6052/3,"Monday, 31 January 2022 ",16067616,500000.00,290.04,1724.00
الخير,مخطط/3312/ ب,قطعة 6078/1,"Tuesday, 25 January 2022 ",16013040,785000.00,455.00,1725.00
الخير,مخطط/3312/ ب,قطعة 6078/2,"Wednesday, 19 January 2022 ",15962895,750000.00,455.00,1648.00
الخير,مخطط/3312/ ب,قطعة 6183/1,"Thursday, 13 January 2022 ",15908620,570000.00,400.50,1423.00
الخير,مخطط/3312/ ب,قطعة 6183/2,"Monday, 10 January 2022 ",15875686,660000.00,400.50,1648.00
الخير,مخطط/3312/ ب,قطعة 6185/1,"Thursday, 13 January 2022 ",15904017,650000.00,399.00,1629.00
الخير,مخطط/3312/ ب,قطعة 6384/1,"Sunday, 23 January 2022 ",15975908,600000.00,312.50,1920.00
الخير,مخطط/3312/ ب,قطعة 6583/1,"Wednesday, 26 January 2022 ",16023292,680000.00,437.53,1554.00
الخير,مخطط/3312/ ب,قطعة 6583/2,"Sunday, 9 January 2022 ",15856849,675000.00,437.50,1543.00
الخير,مخطط/3312/ ب,قطعة 6584/1,"Thursday, 27 January 2022 ",16035528,680000.00,437.50,1554.00
الخير,مخطط/3312/ ب,قطعة 787/1,"Tuesday, 11 January 2022 ",15887906,600000.00,422.50,1420.00
الخير,مخطط/3312/ ب,قطعة 867,"Sunday, 9 January 2022 ",15860247,1300000.00,840.00,1548.00
الخير,مخطط/3414,قطعة 490,"Sunday, 23 January 2022 ",15986230,900000.00,705.00,1277.00
الخير,مخطط/3414,قطعة 580,"Wednesday, 19 January 2022 ",15953926,950000.00,750.00,1267.00
الخير,مخطط/3414,قطعة 586,"Tuesday, 11 January 2022 ",15888368,1200000.00,750.00,1600.00
الخير,مخطط/3414,قطعة 587,"Tuesday, 11 January 2022 ",15888315,1200000.00,750.00,1600.00
الخير,مخطط/3414,قطعة 588,"Tuesday, 11 January 2022 ",15888336,1200000.00,750.00,1600.00
الخير,مخطط/3415,قطعة 100,"Wednesday, 19 January 2022 ",15963012,1050000.00,780.00,1346.00
الخير,مخطط/3415,قطعة 101,"Wednesday, 19 January 2022 ",15963024,1050000.00,780.00,1346.00
الخير,مخطط/3415,قطعة 102,"Wednesday, 19 January 2022 ",15963048,1050000.00,780.00,1346.00
الخير,مخطط/3415,قطعة 103,"Wednesday, 19 January 2022 ",15963053,1050000.00,780.00,1346.00
الخير,مخطط/3415,قطعة 104,"Wednesday, 19 January 2022 ",15962953,1062500.00,754.00,1409.00
الخير,مخطط/3415,قطعة 105,"Wednesday, 19 January 2022 ",15962960,1062500.00,754.00,1409.00
الخير,مخطط/3415,قطعة 106,"Wednesday, 19 January 2022 ",15962983,1062500.00,725.00,1466.00
الخير,مخطط/3415,قطعة 107,"Wednesday, 19 January 2022 ",15962998,1062500.00,724.99,1466.00
الخير,مخطط/3415,قطعة 108,"Wednesday, 19 January 2022 ",15963023,1062500.00,725.00,1466.00
الخير,مخطط/3415,قطعة 109,"Wednesday, 19 January 2022 ",15963047,1062500.00,724.99,1466.00
الخير,مخطط/3415,قطعة 110,"Wednesday, 19 January 2022 ",15963054,1062500.00,725.00,1466.00
الخير,مخطط/3415,قطعة 111,"Wednesday, 19 January 2022 ",15963041,1062500.00,725.00,1466.00
الخير,مخطط/3415,قطعة 114/1,"Tuesday, 25 January 2022 ",16015117,600000.00,362.50,1655.00
الخير,مخطط/3415,قطعة 114/2,"Monday, 31 January 2022 ",16068990,630000.00,362.50,1738.00
الخير,مخطط/3415,قطعة 121,"Sunday, 9 January 2022 ",15856976,1000000.00,754.00,1326.00
الخير,مخطط/3415,قطعة 165,"Wednesday, 5 January 2022 ",15825040,930000.00,705.00,1319.00
الخير,مخطط/3415,قطعة 179,"Thursday, 20 January 2022 ",15957916,1150000.00,783.00,1469.00
الخير,مخطط/3415,قطعة 188,"Friday, 21 January 2022 ",15974998,1050000.00,710.50,1478.00
الخير,مخطط/3415,قطعة 334,"Wednesday, 19 January 2022 ",15962734,1050000.00,795.00,1321.00
الخير,مخطط/3415,قطعة 334,"Wednesday, 26 January 2022 ",16026907,1300000.00,795.00,1635.00
الخير,مخطط/3415,قطعة 335,"Wednesday, 19 January 2022 ",15962760,1050000.00,795.00,1321.00
الخير,مخطط/3415,قطعة 335,"Wednesday, 26 January 2022 ",16026857,1300000.00,795.00,1635.00
الخير,مخطط/3415,قطعة 336,"Wednesday, 19 January 2022 ",15962777,1050000.00,780.00,1346.00
الخير,مخطط/3415,قطعة 336,"Wednesday, 26 January 2022 ",16026970,1300000.00,780.00,1667.00
الخير,مخطط/3415,قطعة 337,"Wednesday, 19 January 2022 ",15962808,1050000.00,780.00,1346.00
الخير,مخطط/3415,قطعة 337,"Wednesday, 26 January 2022 ",16026936,1300000.00,780.00,1667.00
الخير,مخطط/3415,قطعة 338,"Wednesday, 19 January 2022 ",15962820,1050000.00,780.00,1346.00
